customer_id,first_name,last_name,email,status,signup_date,amount,updated_at,region,source_system
C15787,Jack,Wilson,jack.wilson@delta.io,ACTIVE,2024-02-13,1649.47,2024-06-13 00:00:00,NORTH,ERP
C15788,Benjamin,Hall,benjamin.hall@retailgroup.net,NEW,2025-03-31,2806.91,2025-08-13 00:00:00,WEST,WEB
C07790,Michael,Jackson,chloe.miller@retailgroup.net,BLOCKED,2023-05-29,855.88,2023-02-06 00:00:00,NORTH,CRM
C15790,Jacob,Taylor,jacob.taylor@retailgroup.net,PENDING,2022-08-05,1168.37,2023-02-01 00:00:00,SOUTH,CRM
C15791,Mia,Martinez,mia.martinez@northwind.ai,ACTIVE,2022-05-24,3676.84,2022-07-01 00:00:00,NORTH,CRM
,,Guest,,,2024-09-20,92.55,2025-04-01 00:00:00,WEST,WEB
C15793,Mason,Johnson,mason.johnson@northwind.ai,ACTIVE,2025-04-23,2427.56,2025-08-19 00:00:00,NORTH,WEB
C15794,Leo,Hall,leo.hall@company.com,ACTIVE,2024-02-20,157.81,2024-03-30 00:00:00,SOUTH,ERP
C15795,Michael,Martinez,,NEW,2022-05-12,753.17,2026-07-21 00:00:00,EAST,WEB
C03797,Amelia,Thomas,invalid-email,NEW,2025-04-22,3258.79,2020-12-02 00:00:00,SOUTH,POS
C15797,Emma,Williams,emma.williams@delta.io,ACTIVE,2025-09-03,2061.74,2025-11-17 00:00:00,SOUTH,WEB
C15798,Priya,Allen,priya.allen@northwind.ai,PENDING,2024-08-23,715.95,2025-02-03 00:00:00,SOUTH,WEB
,,Guest,,,2025-01-15,331.98,2025-04-27 00:00:00,WEST,ERP
C15800,Lucas,Rodriguez,lucas.rodriguez@company.com,ACTIVE,2025-02-01,2264.03,2025-03-28 00:00:00,NORTH,ERP
C15801,Michael,Allen,michael.allen@delta.io,PENDING,2023-07-07,974.06,2023-12-15 00:00:00,WEST,WEB
C15802,Mary,Miller,mary.miller@example.org,ACTIVE,2023-12-31,2732.37,2024-05-16 00:00:00,SOUTH,CRM
C15803,Ella,Miller,ella.miller@retailgroup.net,PENDING,2022-05-27,3613.53,2022-08-03 00:00:00,NORTH,CRM
C15804,James,Anderson,james.anderson@delta.io,INACTIVE,2022-12-18,3727.45,2023-04-22 00:00:00,SOUTH,POS
C15805,Isabella,Jones,isabella.jones@example.org,NEW,2022-08-09,642.36,2022-11-08 00:00:00,NORTH,POS
,,Guest,,SUSPENDED,2020-03-23,-155.36,2020-12-16 00:00:00,SOUTH,POS
C03808,Lucas,Taylor,invalid-email,INACTIVE,2021-09-22,41.26,2024-02-27 00:00:00,EAST,ERP
C15808,Daniel,Johnson,,ACTIVE,2025-09-14,1577.4,2022-05-29 00:00:00,SOUTH,POS
C15809,Amelia,Jones,amelia.jones@example.org,NEW,2025-09-05,1114.54,2025-10-14 00:00:00,NORTH,ERP
C15810,Grace,Smith,grace.smith@northwind.ai,PENDING,2021-06-10,2647.19,2021-07-27 00:00:00,NORTH,WEB
C15811,Sophia,Johnson,sophia.johnson@company.com,INACTIVE,2025-07-09,1478.08,2025-11-20 00:00:00,EAST,POS
C15812,Harper,Smith,harper.smith@company.com,NEW,2025-09-07,4001.71,2026-01-25 00:00:00,SOUTH,ERP
,,Guest,,BLOCKED,2023-04-20,-630.65,2024-01-14 00:00:00,WEST,CRM
C15814,Harper,Smith,harper.smith@retailgroup.net,PENDING,2022-06-17,3128.2,2022-09-27 00:00:00,SOUTH,CRM
C15815,Alex,Hall,alex.hall@example.org,ACTIVE,2023-05-13,1209.25,2023-06-25 00:00:00,NORTH,WEB
C15816,Liam,Davis,liam.davis@company.com,PENDING,2023-12-11,2803.48,2024-02-24 00:00:00,EAST,CRM
C15817,Liam,Walker,liam.walker@company.com,PENDING,2021-07-22,738.09,2021-10-27 00:00:00,NORTH,CRM
C03819,Chloe,Lewis,invalid-email,INACTIVE,2020-11-18,1610.25,2024-02-07 00:00:00,EAST,CRM
C15819,Alex,Jones,alex.jones@example.org,PENDING,2024-06-16,1127.14,2024-07-16 00:00:00,NORTH,ERP
,,Guest,,BLOCKED,2025-09-11,-1094.59,2024-03-26 00:00:00,WEST,POS
C15821,Henry,Thompson,,ACTIVE,2022-06-25,1818.54,2022-03-22 00:00:00,EAST,ERP
C15822,Ethan,Robinson,ethan.robinson@retailgroup.net,ACTIVE,2021-10-28,2148.51,2022-01-30 00:00:00,EAST,ERP
C15823,Emma,Harris,emma.harris@northwind.ai,NEW,2025-10-14,752.91,2025-12-22 00:00:00,NORTH,ERP
C15824,Isabella,Jackson,isabella.jackson@delta.io,INACTIVE,2022-07-28,714.6,2022-10-17 00:00:00,SOUTH,POS
C15825,Emma,Johnson,emma.johnson@delta.io,NEW,2024-02-01,3174.15,2024-07-30 00:00:00,NORTH,CRM
C15826,Sophia,Anderson,sophia.anderson@example.org,PENDING,2023-04-12,932.72,2023-07-22 00:00:00,WEST,POS
,,Guest,,BLOCKED,2022-12-02,-396.86,2023-08-15 00:00:00,WEST,ERP
C15828,Emma,White,emma.white@northwind.ai,NEW,2024-07-06,846.89,2024-08-08 00:00:00,NORTH,WEB
C03830,Liam,Walker,invalid-email,PENDING,2020-01-18,1811.19,2023-08-07 00:00:00,SOUTH,ERP
C15830,Ethan,Clark,ethan.clark@company.com,ACTIVE,2024-08-28,4063.71,2024-09-20 00:00:00,NORTH,ERP
C15831,Mason,Jackson,mason.jackson@retailgroup.net,ACTIVE,2022-05-22,3016.83,2022-07-10 00:00:00,EAST,CRM
C15832,Leo,Anderson,leo.anderson@delta.io,INACTIVE,2024-01-10,331.5,2024-05-22 00:00:00,SOUTH,ERP
C15833,Ethan,Wilson,ethan.wilson@example.org,PENDING,2025-03-14,2227.52,2025-07-31 00:00:00,EAST,WEB
,,Guest,,,2021-01-26,-106.49,2021-10-14 00:00:00,WEST,ERP
C15835,Harper,Anderson,harper.anderson@delta.io,NEW,2023-05-31,251.65,2023-08-02 00:00:00,SOUTH,WEB
C15836,James,Harris,james.harris@northwind.ai,PENDING,2024-04-10,607.9,2024-07-08 00:00:00,SOUTH,ERP
C15837,Mia,Taylor,mia.taylor@delta.io,INACTIVE,2021-11-09,3939.81,2022-04-06 00:00:00,WEST,CRM
C15838,Mia,Wilson,mia.wilson@delta.io,NEW,2021-03-07,1080.82,2021-08-13 00:00:00,SOUTH,ERP
C15839,Charlotte,Garcia,charlotte.garcia@delta.io,ACTIVE,2025-07-06,1269.58,2025-09-19 00:00:00,SOUTH,CRM
C03841,Grace,Anderson,invalid-email,INACTIVE,2022-09-05,634.48,2025-01-20 00:00:00,SOUTH,ERP
,,Guest,,SUSPENDED,2022-04-24,-753.64,2024-11-15 00:00:00,EAST,WEB
C15842,John,Clark,john.clark@company.com,INACTIVE,2024-10-15,771.9,2024-12-04 00:00:00,NORTH,ERP
C15843,Henry,Martin,henry.martin@example.org,PENDING,2025-12-24,2953.54,2026-05-25 00:00:00,WEST,WEB
C15844,Michael,Lewis,michael.lewis@northwind.ai,NEW,2024-11-12,201.95,2025-01-18 00:00:00,SOUTH,CRM
C15845,Grace,Lewis,grace.lewis@company.com,ACTIVE,2023-01-31,2903.62,2023-04-05 00:00:00,SOUTH,WEB
C07847,Emma,Johnson,sophia.miller@retailgroup.net,,2024-11-04,1066.23,2024-03-13 00:00:00,WEST,ERP
C15847,Chloe,Moore,,PENDING,2021-08-29,1913.82,2021-11-07 00:00:00,NORTH,CRM
,,Guest,,UNKNOWN,2022-04-03,-1293.6,2021-05-03 00:00:00,EAST,WEB
C15849,Lucas,Martin,lucas.martin@northwind.ai,PENDING,2023-03-25,3641.37,2023-09-03 00:00:00,EAST,POS
C15850,Leo,White,leo.white@retailgroup.net,PENDING,2025-05-19,2823.28,2025-09-10 00:00:00,EAST,POS
C03852,Ava,Williams,invalid-email,NEW,2024-11-07,1660.24,2020-07-17 00:00:00,EAST,ERP
C15852,Emma,Hall,emma.hall@northwind.ai,NEW,2022-05-28,3898.58,2022-07-20 00:00:00,WEST,CRM
C15853,Sophia,Jones,sophia.jones@example.org,ACTIVE,2025-03-10,2917.27,2025-04-30 00:00:00,NORTH,POS
C15854,Mason,Garcia,mason.garcia@delta.io,PENDING,2023-05-26,1109.87,2023-11-20 00:00:00,WEST,CRM
,,Guest,,SUSPENDED,2024-12-08,-1164.28,2024-09-10 00:00:00,EAST,POS
C15856,Priya,Hall,priya.hall@delta.io,ACTIVE,2024-07-20,4028.5,2024-09-29 00:00:00,WEST,POS
C15857,John,Lee,john.lee@delta.io,PENDING,2021-08-15,1347.04,2021-12-23 00:00:00,NORTH,WEB
C15858,Sophia,Robinson,sophia.robinson@northwind.ai,NEW,2022-03-20,399.07,2022-08-24 00:00:00,WEST,POS
C15859,James,Jackson,james.jackson@retailgroup.net,PENDING,2024-01-07,460.49,2024-06-22 00:00:00,EAST,ERP
C15860,Olivia,Hall,,INACTIVE,2025-12-01,690.11,2023-04-21 00:00:00,NORTH,ERP
C15861,Sophia,Wilson,sophia.wilson@northwind.ai,PENDING,2023-12-16,736.4,2024-03-26 00:00:00,EAST,ERP
,,Guest,,BLOCKED,2024-04-19,470.69,2025-08-13 00:00:00,WEST,WEB
C15863,Harper,Anderson,harper.anderson@retailgroup.net,PENDING,2025-01-05,3937.06,2025-06-20 00:00:00,NORTH,CRM
C15864,Michael,Thomas,michael.thomas@example.org,INACTIVE,2023-05-30,1176.84,2023-11-09 00:00:00,NORTH,CRM
C07866,Ava,White,jacob.white@delta.io,,2023-07-15,247.05,2022-02-07 00:00:00,NORTH,WEB
C15866,Mason,Moore,mason.moore@delta.io,INACTIVE,2021-05-25,1065.91,2021-10-08 00:00:00,NORTH,CRM
C15867,Michael,Johnson,michael.johnson@example.org,INACTIVE,2025-10-23,1208.73,2026-03-08 00:00:00,EAST,ERP
C15868,Ella,Allen,ella.allen@delta.io,INACTIVE,2023-08-25,4133.6,2023-11-10 00:00:00,SOUTH,POS
,,Guest,,BLOCKED,2020-12-17,-1334.9,2021-03-12 00:00:00,EAST,WEB
C15870,Mia,Rodriguez,mia.rodriguez@northwind.ai,NEW,2025-02-19,3894.17,2025-03-14 00:00:00,EAST,CRM
C15871,Harper,Jackson,harper.jackson@delta.io,ACTIVE,2023-01-11,2328.51,2023-04-15 00:00:00,EAST,ERP
C15872,James,Walker,james.walker@delta.io,ACTIVE,2025-05-16,2470.33,2025-06-01 00:00:00,SOUTH,WEB
C03874,Isabella,Garcia,invalid-email,NEW,2021-06-02,822.98,2024-04-30 00:00:00,SOUTH,POS
C15874,Olivia,Jackson,olivia.jackson@company.com,PENDING,2025-03-25,3125.88,2025-08-31 00:00:00,WEST,WEB
C15875,Harper,White,harper.white@example.org,NEW,2021-04-13,2911.25,2021-08-08 00:00:00,WEST,POS
,,Guest,,SUSPENDED,2025-05-12,-1418.0,2022-07-07 00:00:00,NORTH,POS
C15877,Ava,Williams,ava.williams@retailgroup.net,ACTIVE,2022-03-22,4179.11,2022-06-13 00:00:00,EAST,CRM
C15878,Grace,Williams,grace.williams@example.org,NEW,2021-09-26,1196.52,2021-11-29 00:00:00,NORTH,CRM
C15879,Mia,Davis,mia.davis@retailgroup.net,PENDING,2024-05-15,3748.93,2024-10-06 00:00:00,NORTH,ERP
C15880,John,Lee,john.lee@northwind.ai,PENDING,2024-07-27,1252.44,2024-07-29 00:00:00,WEST,ERP
C15881,Ella,Brown,ella.brown@company.com,NEW,2023-12-29,3468.86,2024-02-22 00:00:00,NORTH,WEB
C15882,Jack,Harris,jack.harris@company.com,INACTIVE,2025-11-09,1443.76,2026-02-28 00:00:00,WEST,CRM
,,Guest,,BLOCKED,2020-08-17,-1431.09,2023-05-08 00:00:00,SOUTH,WEB
C03885,Mason,Garcia,invalid-email,ACTIVE,2021-12-01,2236.0,2021-02-04 00:00:00,NORTH,ERP
C15885,Jack,Allen,jack.allen@retailgroup.net,ACTIVE,2024-05-30,4109.28,2024-07-16 00:00:00,EAST,POS
C15886,Leo,Wilson,,PENDING,2025-12-30,912.95,2022-12-14 00:00:00,SOUTH,ERP
C15887,Jack,Martin,jack.martin@retailgroup.net,ACTIVE,2024-10-05,110.39,2025-01-12 00:00:00,NORTH,CRM
C15888,Charlotte,Williams,charlotte.williams@company.com,NEW,2022-11-18,274.16,2023-03-23 00:00:00,EAST,ERP
C15889,Mary,Anderson,mary.anderson@delta.io,ACTIVE,2025-04-02,2087.35,2025-04-24 00:00:00,EAST,POS
,,Guest,,SUSPENDED,2024-07-01,-748.33,2021-09-15 00:00:00,NORTH,POS
C15891,Ethan,Lee,ethan.lee@northwind.ai,ACTIVE,2022-08-05,325.72,2022-10-08 00:00:00,WEST,WEB
C15892,Mary,Allen,mary.allen@northwind.ai,NEW,2022-08-03,3665.13,2022-08-07 00:00:00,SOUTH,POS
C15893,Grace,Lee,grace.lee@northwind.ai,ACTIVE,2023-11-24,3550.99,2023-11-25 00:00:00,SOUTH,CRM
C15894,Henry,Lee,henry.lee@delta.io,NEW,2022-06-04,3883.33,2022-10-16 00:00:00,WEST,WEB
C03896,Charlotte,Harris,invalid-email,ACTIVE,2020-07-05,610.68,2021-08-07 00:00:00,EAST,ERP
C15896,Ethan,Clark,ethan.clark@retailgroup.net,ACTIVE,2025-04-23,3675.2,2025-07-07 00:00:00,SOUTH,ERP
,,Guest,,BLOCKED,2025-06-28,138.3,2022-03-31 00:00:00,EAST,WEB
C15898,Lucas,Martin,lucas.martin@northwind.ai,INACTIVE,2021-07-11,2293.33,2021-08-29 00:00:00,SOUTH,ERP
C15899,Ethan,Miller,,ACTIVE,2024-09-17,559.57,2025-10-08 00:00:00,SOUTH,ERP
C15900,Noah,Thomas,noah.thomas@company.com,INACTIVE,2023-05-12,403.49,2023-07-18 00:00:00,EAST,POS
C15901,Liam,Garcia,liam.garcia@retailgroup.net,NEW,2024-06-15,1792.09,2024-07-08 00:00:00,EAST,CRM
C15902,Jack,Hall,jack.hall@example.org,PENDING,2024-01-05,2914.24,2024-04-27 00:00:00,SOUTH,ERP
C07904,Amelia,Clark,sophia.lee@delta.io,SUSPENDED,2025-06-12,8430.25,2021-01-07 00:00:00,EAST,POS
,,Guest,,UNKNOWN,2025-04-18,-456.52,2025-08-18 00:00:00,EAST,CRM
C15905,Grace,Martin,grace.martin@example.org,PENDING,2024-06-30,2192.41,2024-11-18 00:00:00,WEST,CRM
C03907,Liam,Martin,invalid-email,PENDING,2025-02-12,-32.32,2021-09-06 00:00:00,SOUTH,WEB
C15907,Jack,Taylor,jack.taylor@delta.io,PENDING,2021-07-09,579.48,2021-09-01 00:00:00,EAST,POS
C15908,Ella,Thompson,ella.thompson@company.com,ACTIVE,2024-06-28,912.46,2024-10-11 00:00:00,SOUTH,ERP
C15909,John,Harris,john.harris@delta.io,PENDING,2023-11-14,3969.33,2024-01-27 00:00:00,EAST,ERP
C15910,Alex,Thomas,alex.thomas@example.org,PENDING,2025-08-06,2736.79,2025-10-02 00:00:00,EAST,WEB
,,Guest,,SUSPENDED,2023-06-10,519.72,2024-10-10 00:00:00,NORTH,WEB
C15912,Michael,Jackson,,ACTIVE,2020-04-13,1672.77,2022-10-28 00:00:00,WEST,POS
C15913,Olivia,Robinson,olivia.robinson@delta.io,PENDING,2021-07-23,1666.28,2021-12-21 00:00:00,NORTH,WEB
C15914,Jack,Williams,jack.williams@delta.io,INACTIVE,2023-06-13,1152.89,2023-10-22 00:00:00,SOUTH,POS
C15915,Emma,Thompson,emma.thompson@company.com,PENDING,2022-05-29,1521.04,2022-06-24 00:00:00,SOUTH,ERP
C15916,Grace,Thomas,grace.thomas@delta.io,PENDING,2024-12-10,3059.81,2025-05-08 00:00:00,WEST,CRM
C03918,Ethan,Wilson,invalid-email,PENDING,2024-07-10,3374.8,2022-07-19 00:00:00,NORTH,ERP
,,Guest,,BLOCKED,2020-04-22,-651.57,2022-10-22 00:00:00,NORTH,POS
C15919,Leo,Miller,leo.miller@company.com,INACTIVE,2022-07-20,3626.88,2022-10-31 00:00:00,EAST,CRM
C15920,Emma,Thomas,emma.thomas@company.com,NEW,2024-12-01,3563.25,2025-05-16 00:00:00,SOUTH,WEB
C15921,Daniel,Thompson,daniel.thompson@northwind.ai,ACTIVE,2022-12-19,1675.54,2023-04-15 00:00:00,SOUTH,POS
C07923,Michael,Moore,mason.white@company.com,SUSPENDED,2025-12-20,1999.14,2020-05-23 00:00:00,EAST,POS
C15923,Amelia,White,amelia.white@delta.io,ACTIVE,2021-06-30,717.19,2021-11-27 00:00:00,NORTH,ERP
C15924,Benjamin,Davis,benjamin.davis@retailgroup.net,INACTIVE,2022-04-16,1482.88,2022-04-27 00:00:00,NORTH,ERP
,,Guest,,BLOCKED,2022-10-10,-1293.58,2024-04-10 00:00:00,WEST,WEB
C15926,Priya,Garcia,priya.garcia@retailgroup.net,ACTIVE,2024-03-15,2429.85,2024-05-26 00:00:00,EAST,CRM
C15927,Daniel,Brown,daniel.brown@company.com,PENDING,2024-12-03,405.0,2024-12-26 00:00:00,WEST,POS
C03929,Harper,Smith,invalid-email,PENDING,2024-02-20,3169.23,2020-06-26 00:00:00,NORTH,WEB
C15929,Harper,Martin,harper.martin@example.org,ACTIVE,2024-07-03,2876.73,2024-08-13 00:00:00,SOUTH,CRM
C15930,Mary,Allen,mary.allen@company.com,NEW,2025-02-05,3504.39,2025-04-09 00:00:00,WEST,CRM
C15931,John,Moore,john.moore@example.org,ACTIVE,2022-07-27,3153.78,2022-11-03 00:00:00,WEST,POS
,,Guest,,,2024-01-05,391.69,2025-02-11 00:00:00,SOUTH,ERP
C15933,Emma,Walker,emma.walker@northwind.ai,PENDING,2024-02-01,3845.89,2024-05-22 00:00:00,WEST,ERP
C15934,Ethan,Lee,ethan.lee@northwind.ai,INACTIVE,2021-05-20,22.73,2021-07-11 00:00:00,EAST,POS
C15935,Ethan,Clark,ethan.clark@example.org,PENDING,2024-01-01,640.46,2024-01-07 00:00:00,WEST,WEB
C15936,Daniel,Thompson,daniel.thompson@company.com,INACTIVE,2023-01-31,2208.25,2023-03-02 00:00:00,WEST,POS
C15937,Olivia,Anderson,olivia.anderson@retailgroup.net,INACTIVE,2022-05-14,2946.09,2022-10-04 00:00:00,NORTH,POS
C15938,Lucas,Jones,,INACTIVE,2023-09-28,1803.15,2025-06-24 00:00:00,SOUTH,CRM
,,Guest,,BLOCKED,2025-05-09,-977.48,2024-02-21 00:00:00,NORTH,ERP
C15940,Lucas,Miller,lucas.miller@delta.io,PENDING,2022-03-05,289.58,2022-07-11 00:00:00,SOUTH,CRM
C07942,Chloe,Williams,ava.garcia@company.com,UNKNOWN,2022-08-17,2072.45,2025-03-24 00:00:00,WEST,WEB
C15942,Amelia,Harris,amelia.harris@northwind.ai,PENDING,2022-05-08,3620.86,2022-06-04 00:00:00,EAST,POS
C15943,Leo,Harris,leo.harris@delta.io,NEW,2022-06-15,1619.09,2022-06-21 00:00:00,NORTH,POS
C15944,Chloe,Hall,chloe.hall@company.com,ACTIVE,2022-02-20,1545.12,2022-07-26 00:00:00,SOUTH,POS
C15945,John,Taylor,john.taylor@northwind.ai,ACTIVE,2024-12-29,4163.07,2025-01-05 00:00:00,SOUTH,CRM
,,Guest,,UNKNOWN,2023-06-20,-302.7,2026-05-19 00:00:00,EAST,WEB
C15947,Jacob,Walker,jacob.walker@company.com,INACTIVE,2022-01-08,1255.07,2022-01-09 00:00:00,SOUTH,ERP
C15948,Michael,Lee,michael.lee@example.org,ACTIVE,2021-05-12,4178.64,2021-10-29 00:00:00,EAST,WEB
C15949,Grace,Anderson,grace.anderson@company.com,PENDING,2024-04-22,913.94,2024-10-08 00:00:00,SOUTH,WEB
C03951,Sophia,Thompson,invalid-email,PENDING,2024-05-29,713.84,2020-03-14 00:00:00,EAST,CRM
C15951,Mia,Walker,,PENDING,2025-07-09,-13.49,2024-12-14 00:00:00,NORTH,CRM
C15952,Noah,Johnson,noah.johnson@retailgroup.net,ACTIVE,2022-05-27,2385.22,2022-10-12 00:00:00,SOUTH,POS
,,Guest,,UNKNOWN,2021-06-23,-1165.74,2023-09-08 00:00:00,NORTH,ERP
C15954,James,Anderson,james.anderson@northwind.ai,PENDING,2022-01-12,725.6,2022-04-30 00:00:00,WEST,WEB
C15955,Ava,Thomas,ava.thomas@example.org,ACTIVE,2023-10-25,11.48,2024-04-12 00:00:00,NORTH,WEB
C15956,Priya,Clark,priya.clark@delta.io,NEW,2025-10-12,1624.88,2025-10-28 00:00:00,NORTH,CRM
C15957,Benjamin,Jones,benjamin.jones@company.com,INACTIVE,2021-03-20,1507.39,2021-06-20 00:00:00,NORTH,WEB
C15958,Olivia,Martin,olivia.martin@retailgroup.net,PENDING,2021-05-08,1909.17,2021-06-26 00:00:00,NORTH,WEB
C15959,Mia,Thompson,mia.thompson@delta.io,INACTIVE,2025-12-18,1729.06,2026-04-23 00:00:00,WEST,CRM
,,Guest,,BLOCKED,2021-11-28,-1174.88,2024-11-04 00:00:00,SOUTH,ERP
C03962,Benjamin,Harris,invalid-email,INACTIVE,2023-06-30,20.38,2024-10-11 00:00:00,EAST,ERP
C15962,Mason,Garcia,mason.garcia@northwind.ai,NEW,2025-01-31,2586.88,2025-05-26 00:00:00,EAST,WEB
C15963,Ethan,White,ethan.white@retailgroup.net,NEW,2022-09-08,3814.6,2022-09-30 00:00:00,WEST,CRM
C15964,Sophia,Garcia,,PENDING,2023-05-15,310.32,2024-03-31 00:00:00,NORTH,WEB
C15965,Lucas,Martin,lucas.martin@retailgroup.net,NEW,2025-09-26,364.04,2025-10-30 00:00:00,WEST,WEB
C15966,Jack,Davis,jack.davis@company.com,PENDING,2024-11-01,1059.53,2025-03-21 00:00:00,EAST,WEB
,,Guest,,SUSPENDED,2021-01-30,677.81,2024-02-25 00:00:00,WEST,POS
C15968,Ava,Clark,ava.clark@example.org,INACTIVE,2023-05-10,3748.75,2023-10-30 00:00:00,SOUTH,POS
C15969,Chloe,Brown,chloe.brown@retailgroup.net,ACTIVE,2021-01-22,2349.56,2021-07-21 00:00:00,SOUTH,WEB
C15970,Leo,Moore,leo.moore@company.com,NEW,2024-12-28,3330.3,2025-02-02 00:00:00,WEST,ERP
C15971,Priya,Johnson,priya.johnson@delta.io,ACTIVE,2024-01-24,3147.4,2024-03-22 00:00:00,EAST,CRM
C03973,Alex,Garcia,invalid-email,PENDING,2024-03-09,2531.22,2025-10-19 00:00:00,EAST,WEB
C15973,Michael,Thomas,michael.thomas@company.com,NEW,2024-07-12,4160.26,2025-01-06 00:00:00,EAST,ERP
,,Guest,,UNKNOWN,2024-05-10,-1012.98,2024-06-16 00:00:00,NORTH,CRM
C15975,Jacob,Martin,jacob.martin@retailgroup.net,INACTIVE,2022-06-05,2109.96,2022-07-07 00:00:00,EAST,WEB
C15976,Chloe,Taylor,chloe.taylor@retailgroup.net,PENDING,2024-12-03,1194.84,2024-12-13 00:00:00,NORTH,POS
C15977,Alex,Williams,,PENDING,2025-03-03,1483.03,2023-07-19 00:00:00,EAST,POS
C15978,Priya,Lewis,priya.lewis@example.org,NEW,2025-02-03,70.95,2025-05-23 00:00:00,SOUTH,POS
C07980,Mason,Rodriguez,mary.wilson@northwind.ai,UNKNOWN,2022-04-30,2321.0,2022-03-19 00:00:00,WEST,WEB
C15980,Olivia,Martinez,olivia.martinez@delta.io,ACTIVE,2023-06-13,-65.32,2023-09-30 00:00:00,WEST,POS
,,Guest,,BLOCKED,2020-04-10,-251.5,2023-11-21 00:00:00,NORTH,WEB
C15982,Isabella,Miller,isabella.miller@northwind.ai,ACTIVE,2022-06-29,3980.61,2022-07-09 00:00:00,WEST,POS
C03984,Ella,Clark,invalid-email,PENDING,2022-05-19,640.5,2022-09-27 00:00:00,WEST,ERP
C15984,Leo,Moore,leo.moore@retailgroup.net,INACTIVE,2021-08-25,3250.28,2021-09-06 00:00:00,WEST,POS
C15985,Harper,Rodriguez,harper.rodriguez@delta.io,INACTIVE,2023-12-01,3479.98,2024-02-21 00:00:00,EAST,CRM
C15986,Isabella,Brown,isabella.brown@delta.io,ACTIVE,2023-11-23,3862.98,2024-04-28 00:00:00,NORTH,WEB
C15987,Olivia,Allen,olivia.allen@delta.io,PENDING,2024-01-05,863.9,2024-03-25 00:00:00,EAST,POS
,,Guest,,UNKNOWN,2022-04-13,-1001.41,2023-03-03 00:00:00,SOUTH,ERP
C15989,Alex,Garcia,alex.garcia@example.org,INACTIVE,2021-11-17,-79.27,2022-01-08 00:00:00,WEST,CRM
C15990,Jack,Taylor,,INACTIVE,2024-12-12,1526.87,2023-12-25 00:00:00,NORTH,POS
C15991,Noah,Jones,noah.jones@retailgroup.net,NEW,2024-09-27,-92.72,2025-03-17 00:00:00,SOUTH,WEB
C15992,Isabella,Lee,isabella.lee@retailgroup.net,ACTIVE,2022-07-05,3048.18,2022-08-09 00:00:00,NORTH,CRM
C15993,Priya,White,priya.white@company.com,NEW,2023-11-20,1667.5,2024-02-28 00:00:00,EAST,ERP
C03995,Ava,Wilson,invalid-email,ACTIVE,2025-10-01,3435.13,2023-10-12 00:00:00,EAST,POS
,,Guest,,,2025-01-24,-6.41,2024-02-11 00:00:00,SOUTH,ERP
C15996,Priya,Thompson,priya.thompson@northwind.ai,INACTIVE,2025-12-01,-15.74,2026-01-10 00:00:00,EAST,WEB
C15997,Ella,Garcia,ella.garcia@example.org,PENDING,2023-03-21,3671.27,2023-08-04 00:00:00,NORTH,WEB
C07999,Liam,Rodriguez,emma.thomas@company.com,,2020-08-15,8494.64,2021-04-23 00:00:00,SOUTH,POS
C15999,Jacob,Robinson,jacob.robinson@example.org,ACTIVE,2023-01-03,2194.4,2023-02-18 00:00:00,EAST,CRM
C16000,Ava,Davis,ava.davis@retailgroup.net,INACTIVE,2025-02-06,743.94,2025-05-08 00:00:00,WEST,WEB
C16001,Olivia,Taylor,olivia.taylor@retailgroup.net,PENDING,2021-07-29,1895.25,2022-01-13 00:00:00,NORTH,POS
,,Guest,,BLOCKED,2025-07-13,-1325.63,2023-04-05 00:00:00,WEST,CRM
C16003,Michael,Davis,,INACTIVE,2020-02-19,534.88,2022-10-13 00:00:00,SOUTH,POS
C16004,Michael,Anderson,michael.anderson@delta.io,INACTIVE,2021-09-15,3248.02,2022-02-13 00:00:00,NORTH,ERP
C04006,Charlotte,Anderson,invalid-email,ACTIVE,2023-04-09,2027.07,2023-07-09 00:00:00,WEST,WEB
C16006,Michael,Williams,michael.williams@example.org,ACTIVE,2023-02-23,2930.61,2023-07-10 00:00:00,NORTH,POS
C16007,Benjamin,Harris,benjamin.harris@example.org,PENDING,2024-10-04,1217.63,2024-10-21 00:00:00,EAST,POS
C16008,Sophia,Harris,sophia.harris@example.org,INACTIVE,2021-03-15,1612.61,2021-08-26 00:00:00,SOUTH,CRM
,,Guest,,BLOCKED,2022-02-12,-484.13,2022-09-18 00:00:00,WEST,POS
C16010,Mia,Clark,mia.clark@delta.io,INACTIVE,2021-05-05,1755.5,2021-08-23 00:00:00,EAST,POS
C16011,Daniel,Jones,daniel.jones@delta.io,NEW,2021-09-21,2140.96,2022-02-28 00:00:00,NORTH,ERP
C16012,James,Johnson,james.johnson@northwind.ai,ACTIVE,2024-04-03,1872.24,2024-08-28 00:00:00,EAST,CRM
C16013,Emma,Martinez,emma.martinez@delta.io,NEW,2024-11-02,1630.83,2025-02-28 00:00:00,EAST,ERP
C16014,Charlotte,Davis,charlotte.davis@company.com,NEW,2025-01-07,-18.85,2025-01-15 00:00:00,EAST,POS
C16015,Alex,Martin,alex.martin@company.com,ACTIVE,2024-04-14,2706.03,2024-08-18 00:00:00,SOUTH,WEB
,,Guest,,UNKNOWN,2024-05-05,368.18,2023-08-09 00:00:00,EAST,WEB
C00018,Harper,Clark,noah.rodriguez@retailgroup.net,,2020-08-17,2985.98,2024-05-22 00:00:00,EAST,ERP
